"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000116285",3236.38741163337,2.42189213437854,0.144798073765284,16.7259969100445,8.4746204380313e-63,4.53692905772798e-60
"ENSG00000172403",8024.15327009175,1.74173447608551,0.104202507830148,16.7148997884443,1.0209143448786e-62,5.29471702112666e-60
"ENSG00000163083",419.056892805156,3.447764840041,0.207353021819867,16.6275119107556,4.40510782499684e-62,2.21536877162568e-59
"ENSG00000166741",7440.95640874438,2.18475126877909,0.135314338195598,16.1457484691757,1.2166370420202e-58,5.93862010275506e-56
"ENSG00000105989",334.213371344115,-3.04522218539737,0.189410152398587,-16.077396838735,3.67499993521209e-58,1.74257996927942e-55
"ENSG00000070404",2130.80247784628,1.81284870610148,0.11429271749285,15.8614542192059,1.17149526122322e-56,5.40059315423904e-54
"ENSG00000122035",944.705796203589,2.28628151670344,0.144561256307801,15.8153130036133,2.43994057544935e-56,1.09441226459885e-53
"ENSG00000119139",5036.96608663562,1.92530466751651,0.122970539056453,15.6566335505177,2.99327565461125e-55,1.30727375694548e-52
"ENSG00000136478",3706.63936899454,1.4631518557778,0.0942718840096381,15.5205538867581,2.51867483234738e-54,1.07179301327275e-51
"ENSG00000221866",847.684267008066,2.75059173072439,0.181148336905885,15.1841953269129,4.50052158602488e-52,1.86726640604172e-49
"ENSG00000196569",17200.5615676721,2.02799799120968,0.133752195050383,15.1623529650916,6.27793263958167e-52,2.54118463625604e-49
"ENSG00000060718",364.367803011544,2.42455849985741,0.159938191579145,15.1593467196209,6.57197611602767e-52,2.59686941956179e-49
"ENSG00000157150",167.742667905474,2.94226048669807,0.194274414808728,15.1448686106962,8.19181758768131e-52,3.16166057407346e-49
"ENSG00000172986",758.082224432527,-1.57554777625695,0.10435589731375,-15.0978317164003,1.67346454607725e-51,6.31200400152229e-49
"ENSG00000099337",530.566430962415,2.71586083315303,0.180001472959387,15.0879922730732,1.94264069582806e-51,7.16445888621387e-49
"ENSG00000126803",449.499259551704,2.45637368382587,0.163282455901621,15.0437085862174,3.7967051721362e-51,1.36978519645157e-48
"ENSG00000100242",2239.21367328856,1.8564014923751,0.123586958265857,15.0210145020453,5.34828482310275e-51,1.88851350902581e-48
"ENSG00000108821",101199.166044773,-1.30758634465222,0.0874865009139526,-14.946149760159,1.65018226017908e-50,5.70550516456917e-48
"ENSG00000145685",2022.23188524862,-1.24257344257761,0.0832606378908098,-14.9239001051992,2.3040342079778e-50,7.80362279910196e-48
"ENSG00000134686",2741.5819778392,1.38492470441762,0.092835923311233,14.9179827702543,2.51770278413746e-50,8.35675908110906e-48
"ENSG00000138316",801.307083812409,-2.50975395153848,0.168672078547374,-14.8794867126368,4.4792271430825e-50,1.45759320914896e-47
"ENSG00000168309",159.824963434349,4.82985944383654,0.327057077893636,14.7676346738696,2.36881383364176e-49,7.56016045829206e-47
"ENSG00000124440",197.304006208961,2.52743988749553,0.171688089862437,14.7211136749242,4.71825554822263e-49,1.47743715242081e-46
"ENSG00000102804",5404.87359693056,1.19875998916657,0.081600514920168,14.6905934397516,7.40623245803308e-49,2.27618210876883e-46
"ENSG00000131389",742.189668392286,-2.12750855536907,0.144997863737894,-14.6726889660587,9.64459236486587e-49,2.91021190704207e-46
"ENSG00000133142",3060.2823502889,1.53645052097177,0.105026178924391,14.6292147034871,1.8288583614897e-48,5.41995238701484e-46
"ENSG00000103196",3086.0137933911,2.62863695020028,0.18029235727202,14.5798579039836,3.77301222347191e-48,1.09854229580245e-45
"ENSG00000103742",371.472388610524,-2.19959225777361,0.150943563292758,-14.5722825789363,4.21566386408451e-48,1.20626133600597e-45
"ENSG00000141401",628.318030728511,2.32426828111591,0.159901687542658,14.5356082029831,7.20705629967781e-48,2.02725942965174e-45
"ENSG00000152268",1599.63664796078,1.91038726430624,0.131694493133796,14.5062046168123,1.10677276964226e-47,3.0613334808305e-45
"ENSG00000163171",1359.72212924312,1.50300180034287,0.103816398113816,14.4774990044935,1.6810325658831e-47,4.57351089563866e-45
"ENSG00000112837",2760.88691981078,-1.83623713234806,0.1284102384172,-14.299772004022,2.19527576687364e-46,5.8762575204895e-44
"ENSG00000164647",1923.30652153534,1.56475591908204,0.110558985889472,14.1531319819301,1.78621352913811e-45,4.7053967824724e-43
"ENSG00000068383",1249.23678057929,1.37843112142658,0.0978150054485925,14.0922255752572,4.23985946077349e-45,1.09944855642182e-42
"ENSG00000136999",436.920172750496,-2.55506899243661,0.181459345774415,-14.0806690420509,4.99347945108042e-45,1.27495053800201e-42
"ENSG00000156675",1633.91568107726,1.54460381429358,0.109786826664228,14.0691179554501,5.87981835137325e-45,1.47850705089986e-42
"ENSG00000196517",230.182325910481,-2.23160189460729,0.158973639258372,-14.0375593401392,9.18207508533079e-45,2.27441370322612e-42
"ENSG00000167641",231.929370484925,2.89346007325923,0.209713116567431,13.7972298567642,2.64835344813894e-43,6.4635402684285e-41
"ENSG00000134363",2913.08361510285,-1.81022002401379,0.131414914440191,-13.7748445960268,3.61159409901335e-43,8.68666893727905e-41
"ENSG00000206538",12774.1486578539,1.36357950754695,0.0992127958569951,13.7439883209461,5.53412275176943e-43,1.31206144554808e-40
"ENSG00000227051",4625.48930758298,-1.15376151946229,0.0842224782996622,-13.6989737508937,1.02969348998603e-42,2.40687227602932e-40
"ENSG00000109906",385.38949167206,7.35006939693573,0.536783295891296,13.6928057433892,1.12095746794055e-42,2.58380696360297e-40
"ENSG00000126016",387.210197106816,-2.376737884568,0.173809483028128,-13.6743855580271,1.44422047501545e-42,3.28332643881594e-40
"ENSG00000149218",2029.67620386267,1.92376869197423,0.140822954335692,13.660902805578,1.73815352680454e-42,3.89816161227677e-40
"ENSG00000185432",3890.7792964688,2.24674637832231,0.164982857047857,13.6180595882794,3.12767788513404e-42,6.9209256242246e-40
"ENSG00000106484",678.989813332519,-1.86633934517635,0.137082596116596,-13.6147067392051,3.27457525087234e-42,7.15063827151018e-40
"ENSG00000130513",451.908933439293,-1.87112986577369,0.137693547504894,-13.5890889564537,4.64830295962904e-42,1.00186020672732e-39
"ENSG00000150907",679.692766678582,2.22520378856419,0.164261499999023,13.5467153811296,8.28554769928358e-42,1.76290961047834e-39
"ENSG00000124762",8035.0706333993,-1.0106270347515,0.0748123989901442,-13.5088173670869,1.38732138943267e-41,2.91442857962336e-39
"ENSG00000151726",1462.08632916171,1.59984655965755,0.119075923630781,13.4355166928471,3.74445582404078e-41,7.71243935672501e-39
"ENSG00000163378",1807.69287890237,1.2591916702367,0.0937238363423099,13.4351272779501,3.76420575978987e-41,7.71243935672501e-39
"ENSG00000169715",554.830425693048,2.22243721767935,0.165456003106128,13.4321945167127,3.91631266598923e-41,7.92623475667772e-39
"ENSG00000221869",1965.79026536934,1.49720392007467,0.111646439367698,13.4102254272862,5.26784589585627e-41,1.05331530707989e-38
"ENSG00000013293",245.142016848063,-2.88545445099814,0.215858344186875,-13.3673519171449,9.3821910715545e-41,1.85365289313712e-38
"ENSG00000196975",4915.54158182288,1.18243841843022,0.0884782379966249,13.3641723117872,9.79181149236314e-41,1.91182239443834e-38
"ENSG00000185950",1977.2554538644,2.12158105345866,0.160227944984273,13.2410176868143,5.08550169762863e-40,9.81383560160985e-38
"ENSG00000145390",8455.56669947255,2.14484758460069,0.162479030702089,13.2007655100635,8.68479732296758e-40,1.6566999582985e-37
"ENSG00000147027",12613.7377587914,1.16211883044578,0.0888625906845256,13.0777059445797,4.41566301151416e-39,8.32753901580558e-37
"ENSG00000137672",656.230885013256,1.95167070948849,0.149559570461808,13.0494538294149,6.40045952769156e-39,1.1935059137255e-36
"ENSG00000131831",1018.9794204748,1.42568787367827,0.109325197816035,13.0407984815845,7.17021620403466e-39,1.32218786802399e-36
"ENSG00000146122",1945.07186339198,1.67882094375587,0.129456552598566,12.9682191442387,1.85285245456942e-38,3.37911421275099e-36
"ENSG00000119138",1685.4586194847,2.08030698946857,0.16077712376269,12.9390733008704,2.70877152950737e-38,4.8863882938809e-36
"ENSG00000163110",1315.92077208001,1.60281461259823,0.124637530917891,12.8598071607672,7.57654485581532e-38,1.35204664975388e-35
"ENSG00000020577",3109.16392075521,1.20066486786116,0.0934782315612738,12.8443258693243,9.25546578702564e-38,1.63408202341997e-35
"ENSG00000071282",3664.98515113061,1.60262963746561,0.12522993859467,12.7974959937721,1.69323401047787e-37,2.95799069872534e-35
"ENSG00000138735",6866.1440759183,-1.18147948416993,0.0926686904336347,-12.7495001671148,3.1375042731336e-37,5.42396051217971e-35
"ENSG00000101825",4778.38420534314,-1.32639913915228,0.104164844252739,-12.7336545133594,3.84415971109137e-37,6.57707985208994e-35
"ENSG00000246430",2165.14311276554,2.04860090557809,0.161738858788678,12.66610214095,9.11313785998029e-37,1.54328199922687e-34
"ENSG00000099998",506.755921579822,2.37817912163251,0.188566595632456,12.6118791807003,1.81610395663698e-36,3.04445063276236e-34
"ENSG00000046653",1091.36565012837,2.39348839985418,0.190016016204861,12.5962455568677,2.21436551123461e-36,3.67496100244495e-34
"ENSG00000163513",13234.4265631625,1.45574839197124,0.115930724377509,12.5570542217164,3.63620152989521e-36,5.9748911475387e-34
"ENSG00000162407",25911.3725100212,-1.00410399435363,0.0801295265389539,-12.5310111980445,5.05144673341908e-36,8.21900097919834e-34
"ENSG00000137809",1118.31507439716,-1.72377936226186,0.137706403966904,-12.5177864834532,5.96762572536852e-36,9.60785655113087e-34
"ENSG00000106617",1019.82068503651,1.61406394772981,0.128948901211214,12.5170818251954,6.02083081054236e-36,9.60785655113087e-34
"ENSG00000163431",4942.83432178084,1.16088372650124,0.0934700039417692,12.4198531886706,2.03935385812493e-35,3.22334444089918e-33
"ENSG00000115457",1921.50783451704,2.21136616665531,0.180136180724633,12.2760800065798,1.21756141873245e-34,1.90628767030979e-32
"ENSG00000214814",243.938851814648,-3.06318326291969,0.249827342821775,-12.2612009891365,1.46315125232376e-34,2.26938861528647e-32
"ENSG00000162772",374.085948740026,1.916699462807,0.157347806646884,12.1812912658415,3.91041203848091e-34,6.00899983246567e-32
"ENSG00000119508",216.859551907818,2.07547377254882,0.170442676569821,12.1769606903504,4.12364015848818e-34,6.2785258780064e-32
"ENSG00000145777",152.742965860861,-2.78622617886123,0.229311117043421,-12.1504191108783,5.70722740526295e-34,8.61064963797673e-32
"ENSG00000160200",835.194321682526,1.24016246838057,0.102219025741974,12.1324035264339,7.11305829308482e-34,1.06349833722555e-31
"ENSG00000174306",3239.43045397096,1.12835950705751,0.0941548156663069,11.984087049318,4.30561575598677e-33,6.37999991842468e-31
"ENSG00000128923",1417.79191722316,1.0355953587974,0.0864774729051783,11.9753193983007,4.78590926941384e-33,7.02893364913205e-31
"ENSG00000114098",1011.60086160952,1.34370169230849,0.112592737334308,11.9341773201482,7.85314550360761e-33,1.14325265594624e-30
"ENSG00000173918",993.878702726569,1.25075426785131,0.104970233988102,11.9153232333756,9.84835094251564e-33,1.42124549775643e-30
"ENSG00000123562",5047.46889147517,1.02543318541432,0.0865154424199392,11.8526029195684,2.08608757686935e-32,2.98454391601067e-30
"ENSG00000164125",5604.39126164999,1.1220300187964,0.0948836271752165,11.8253280592278,2.88772366373087e-32,4.09612495070749e-30
"ENSG00000114270",1548.77328675061,1.23075035369264,0.104159993918724,11.8159603067276,3.22838797772938e-32,4.54053617613532e-30
"ENSG00000103485",867.024557577974,-1.21479157064609,0.102851545903028,-11.8111163034092,3.41990275177862e-32,4.76947109819479e-30
"ENSG00000077684",1572.84281565562,1.19765782832119,0.101538652867622,11.7950927503696,4.13744535510562e-32,5.72208692611108e-30
"ENSG00000109861",4063.94572403138,1.01561352744258,0.0862671905965193,11.7728828355233,5.38522146516327e-32,7.38620954015286e-30
"ENSG00000139289",1979.78290146007,-0.994709098451467,0.0846278108487637,-11.7539268530659,6.74117524202084e-32,9.17020855053917e-30
"ENSG00000125868",15874.4876902866,0.91406722947228,0.0778107550361163,11.7473121684529,7.29009056386048e-32,9.83628804860394e-30
"ENSG00000110756",996.591848630783,1.57379290034101,0.13434849968064,11.7142573536889,1.07731091110685e-31,1.44185902263945e-29
"ENSG00000138829",15709.1719864971,1.91667244405904,0.163827460793854,11.6993355983879,1.28455282058513e-31,1.70547508883447e-29
"ENSG00000164442",7520.83562619791,1.54719722564972,0.132519530184054,11.6752392911509,1.70585037875305e-31,2.24684864172902e-29
"ENSG00000143320",1495.64770955077,-1.6393289924782,0.140600903503828,-11.659448493043,2.05368274271524e-31,2.68369439355135e-29
"ENSG00000144369",1306.01694739283,-1.35067188851136,0.116203028019272,-11.623379455201,3.13485668796398e-31,4.06453762448829e-29
"ENSG00000181467",632.160881481862,-1.27536909692691,0.10998313078047,-11.5960428465398,4.31576464215088e-31,5.53968867987037e-29
"ENSG00000155130",5665.23011745403,-1.19433665600565,0.102999337075322,-11.5955761456236,4.3393560399081e-31,5.53968867987037e-29
"ENSG00000196507",990.200690664718,1.05235335135291,0.0925332443403851,11.3727056568103,5.71869482317618e-30,7.24484422026198e-28
"ENSG00000154864",153.533303070454,-2.56892973670055,0.226131778721311,-11.3603216285073,6.59015651700095e-30,8.28562405728392e-28
"ENSG00000008256",3721.6744519808,1.18073760999915,0.104068046759317,11.3458227262581,7.77911193595753e-30,9.70692794655272e-28
"ENSG00000177283",115.20781744327,2.48551410662644,0.219614013989505,11.3176480019404,1.07312469615752e-29,1.32907294458435e-27
"ENSG00000116584",2255.14282808729,-1.01840616893622,0.0903471870421148,-11.2721403098194,1.80136996702926e-29,2.21448414613463e-27
"ENSG00000146592",670.9372433174,-2.04926864473738,0.183548530460639,-11.1647237904574,6.06795117082853e-29,7.40468511993163e-27
"ENSG00000140545",9211.9910283057,1.10843990778568,0.0996848111668764,11.1194463309973,1.00896181830123e-28,1.22224309025746e-26
"ENSG00000133216",344.727649537952,-1.77320621550513,0.159709411182864,-11.1027033558771,1.21705954954636e-28,1.46364639741097e-26
"ENSG00000163491",160.607475271366,-2.49896410253579,0.225956311782398,-11.059501205447,1.97191047828553e-28,2.35437599263501e-26
"ENSG00000072958",2132.17157178027,1.08285884212577,0.0982919326175975,11.0167621420021,3.17266879147956e-28,3.76097223309962e-26
"ENSG00000205978",1604.2736872193,-1.1591281160832,0.105232104296896,-11.0149666190547,3.23656561867929e-28,3.8095065962838e-26
"ENSG00000233117",77.7222191178447,3.38768515285886,0.308496848581718,10.9812634016632,4.70299903013379e-28,5.48887679548501e-26
"ENSG00000243244",997.585554884248,1.40913523551439,0.128327710759815,10.9807556541845,4.72950941042635e-28,5.48887679548501e-26
"ENSG00000096060",2567.11286939017,4.04403198660635,0.369619227528197,10.9410758029298,7.33246105222234e-28,8.45066136268625e-26
"ENSG00000136546",4998.81260874796,1.36602846229555,0.125162989857109,10.9139967322214,9.88142695687107e-28,1.13098042604298e-25
"ENSG00000092621",1234.02607563882,-1.42945058823978,0.131291888909576,-10.8875772914219,1.32107921174956e-27,1.50168702727368e-25
"ENSG00000127083",304.920973493586,1.81007146747519,0.166583668500653,10.8658398735414,1.67673195663184e-27,1.89299616001783e-25
"ENSG00000187498",2286.26377669271,1.31301276304796,0.121414249594927,10.8143217738326,2.94462630089464e-27,3.30196068173293e-25
"ENSG00000166482",26401.0778118715,-0.970942361074591,0.0900700209106129,-10.7798616149781,4.28529966781164e-27,4.77307605953033e-25
"ENSG00000183160",2993.78821950225,-1.17575227524752,0.109297429920242,-10.7573643415541,5.47126306738247e-27,6.05340545775196e-25
"ENSG00000123243",13814.3718852771,-0.958268358423158,0.0891989285985573,-10.7430478535889,6.38993646890297e-27,7.02300567138501e-25
"ENSG00000126878",93.5294181386027,-2.67157027136633,0.248905450303906,-10.7332734904134,7.10343244268929e-27,7.75582663282049e-25
"ENSG00000165507",18381.4407749051,1.55073373483248,0.144563463023353,10.7270101476607,7.6015992689143e-27,8.24549944228116e-25
"ENSG00000102466",665.691606338167,1.21454967498438,0.113401824464989,10.710142281347,9.12215067611796e-27,9.83059822213335e-25
"ENSG00000180914",569.832188061988,1.8735132660318,0.1750899471955,10.7002903138687,1.01459837041091e-26,1.08634029389287e-24
"ENSG00000177666",1703.49580418853,1.09752286606172,0.102907997254883,10.6650881888544,1.48258336433964e-26,1.57724060990902e-24
"ENSG00000069431",850.478094332451,1.0544409774996,0.0991191292470398,10.638117843747,1.98090290363029e-26,2.09357369529133e-24
"ENSG00000177674",752.492906752584,1.11220402311783,0.104554596956728,10.6375430204962,1.99315885668854e-26,2.09357369529133e-24
"ENSG00000131386",11510.6812238684,1.61280787300806,0.15172008388726,10.6301541080514,2.15755662806883e-26,2.25200061631637e-24
"ENSG00000099204",849.846584268198,1.42462267537238,0.134205491716146,10.6152338265379,2.53159789844119e-26,2.62589992015812e-24
"ENSG00000125848",179.058579257042,-2.48289595639132,0.234408988621488,-10.5921533597868,3.24050255080411e-26,3.34033418218292e-24
"ENSG00000112773",517.825133120114,-1.20066032951715,0.11345224866062,-10.5829575322812,3.57492237591319e-26,3.6623093673244e-24
"ENSG00000169738",628.273261724979,2.09545133700321,0.198381203954315,10.5627513858912,4.43469341945936e-26,4.5152252754201e-24
"ENSG00000127954",286.93513912435,5.20461608172082,0.493428466824926,10.5478634323858,5.19653278037939e-26,5.25863768434002e-24
"ENSG00000162496",3698.60581984113,1.08449168678514,0.102869832591982,10.5423685395368,5.50935755547476e-26,5.54141199943388e-24
"ENSG00000110900",263.296243650386,-1.46774054812686,0.139287302144857,-10.5375043203897,5.80181109679873e-26,5.80041307002842e-24
"ENSG00000148120",745.071882623424,1.10149153108363,0.104736928419355,10.5167446449583,7.23295560517564e-26,7.18791204931107e-24
"ENSG00000164742",354.469579574128,-2.5905804755701,0.247186311251859,-10.4802748277212,1.06433995692624e-25,1.05141582887785e-23
"ENSG00000035664",634.053661575466,1.68089505385692,0.160529393556252,10.4709487566083,1.17459790678147e-25,1.15346904502635e-23
"ENSG00000102554",149.739445948997,2.48074509298248,0.237679289365799,10.4373633041477,1.67395621638695e-25,1.63417513924457e-23
"ENSG00000172061",231.813293366922,-2.55767613614136,0.245646887305377,-10.4120030349164,2.18573567037805e-25,2.12131398746164e-23
"ENSG00000197043",14141.1740570543,0.919300129664188,0.088567102539013,10.3797019808709,3.06731185752188e-25,2.95959927833914e-23
"ENSG00000023909",1930.28258464979,1.21935906931304,0.117705599169845,10.3593973261505,3.79344644118645e-25,3.63907729120985e-23
"ENSG00000237697",127.003584359468,2.02210198994963,0.19573363233981,10.3308867555224,5.10861101610796e-25,4.87255795536367e-23
"ENSG00000183044",499.376173433,1.15433591225968,0.112209763333594,10.2873036887877,8.03961437544475e-25,7.62431086713606e-23
"ENSG00000099194",786.744919950826,-1.9945329542182,0.193992526939644,-10.2814937548535,8.53937237839286e-25,8.05223999953454e-23
"ENSG00000138073",1699.80497855774,1.09872358954005,0.106879843137853,10.279988791927,8.67376876621521e-25,8.13276081605128e-23
"ENSG00000163697",2269.51376090829,1.07770787989969,0.104855271494487,10.2780514945913,8.8498628927068e-25,8.25125418917764e-23
"ENSG00000164070",592.81106531584,-1.32450689932056,0.129069766832111,-10.2619453945666,1.04578347794443e-24,9.6959902793105e-23
"ENSG00000120837",1844.66699552176,1.03301198555031,0.100900651173167,10.2379119811372,1.34099142477903e-24,1.23639409364626e-22
"ENSG00000177614",133.433171808915,-2.57098247818835,0.251361909187014,-10.2282103382479,1.48233342433246e-24,1.3591605254266e-22
"ENSG00000174136",2837.22669435713,-0.972130840712178,0.0950626758634278,-10.2262095179058,1.51326922065177e-24,1.37599113126861e-22
"ENSG00000013297",3439.34786081109,-1.77699919991172,0.173773445897659,-10.2259536302126,1.51727149326437e-24,1.37599113126861e-22
"ENSG00000152580",6006.43237171441,-1.15835116042138,0.11338832791809,-10.2157883592582,1.68503771465186e-24,1.51983075610665e-22
"ENSG00000164292",14418.5711364171,1.0444852959283,0.102372658323003,10.2027759466084,1.92685000007886e-24,1.72854068115182e-22
"ENSG00000128510",164.47123264518,-2.26478405201319,0.222130899880888,-10.1957181699062,2.07207358323011e-24,1.84882436490789e-22
"ENSG00000131446",5370.09590527039,0.862888453779813,0.0846481212806653,10.1938287669582,2.11275714129853e-24,1.87504371748612e-22
"ENSG00000091527",4877.91580219933,0.763061423282521,0.0748721054028037,10.1915315347062,2.16328951551184e-24,1.90967834039545e-22
"ENSG00000126950",787.988676773867,-1.71073276768253,0.168567295152659,-10.1486635716213,3.35932020539577e-24,2.94980307559514e-22
"ENSG00000008311",722.985700952922,1.09306460693849,0.107754139089495,10.144061436291,3.52147075348607e-24,3.0759120328871e-22
"ENSG00000081052",207.46322127915,1.9097528942722,0.18844780251967,10.1341213255743,3.89862758202682e-24,3.38751954718937e-22
"ENSG00000088756",687.0416854686,-1.65002141536908,0.16296088367565,-10.1252606033556,4.26840158557326e-24,3.68949962052989e-22
"ENSG00000127824",229.181084339846,-1.5634510218154,0.154573281502883,-10.1146265810902,4.75828038899898e-24,4.09162804848845e-22
"ENSG00000173221",1986.11387431313,1.0016769224107,0.0991298889818394,10.1046912560773,5.26611811437113e-24,4.50497403227336e-22
"ENSG00000132356",2387.35460673014,0.864935037419435,0.0856499063399881,10.0984936747749,5.60972097582466e-24,4.77430406742493e-22
"ENSG00000134253",137.252342679529,-1.96104843088376,0.194673891417753,-10.0735050632728,7.23526640903628e-24,6.12635108797786e-22
"ENSG00000170624",2125.99488807836,-1.13963822402988,0.113239749470142,-10.0639415873166,7.97403883944955e-24,6.71762175530481e-22
"ENSG00000167992",252.059135195029,-1.52669367974865,0.152176649346063,-10.0323780705463,1.0983874667767e-23,9.20648403971016e-22
"ENSG00000164484",818.537254229039,-1.20904400101455,0.120750541142067,-10.0127418857037,1.33986653387003e-23,1.11740829126166e-21
"ENSG00000173068",2799.05919042001,-0.871405451131408,0.087262363181921,-9.98604002179883,1.75451385177305e-23,1.45589559420128e-21
"ENSG00000118689",5172.43177193045,1.25743029477507,0.126544911302591,9.93663262972562,2.88412081442008e-23,2.38133676796595e-21
"ENSG00000165272",138.96205153725,-2.92194175833024,0.294280266907225,-9.92911209792878,3.11012557876236e-23,2.55522990619506e-21
"ENSG00000143891",529.496700197263,-1.11961573177565,0.1127984896762,-9.92580428150789,3.21500229055601e-23,2.62838315340234e-21
"ENSG00000152601",5831.83157216459,0.859705999606308,0.0866524599071125,9.92131095329404,3.36309575216799e-23,2.7359773089696e-21
"ENSG00000145244",167.244643601772,1.92518379220444,0.194507146130198,9.89775352991796,4.25730392919083e-23,3.44654712238298e-21
"ENSG00000198431",22767.931283547,1.49750938463683,0.151338712478956,9.89508474142107,4.37239955631139e-23,3.52254092410407e-21
"ENSG00000181061",2424.31470988531,1.19787935511236,0.121128313828944,9.88934227883327,4.6306017404748e-23,3.71253461279806e-21
"ENSG00000140807",96.3472981069747,2.42668995653836,0.245751714594874,9.87455961615077,5.36681767494581e-23,4.28210125641349e-21
"ENSG00000113580",2817.26223277332,-0.983973206138809,0.0996587993280772,-9.87342023758048,5.42815051754681e-23,4.3103151191008e-21
"ENSG00000132970",1324.67505541287,1.10537589761471,0.11196442988945,9.87256308727801,5.47474790902769e-23,4.32661506182017e-21
"ENSG00000179820",3789.18955085459,1.49549973724099,0.151750769651229,9.85497299735693,6.52342272666856e-23,5.13093476643561e-21
"ENSG00000103502",3324.61752406316,0.820694374154565,0.0833424166660952,9.8472591386762,7.0438647763225e-23,5.51414999187963e-21
"ENSG00000106123",2291.42835489295,1.40459936449617,0.142684904417395,9.84406423532588,7.27127064719423e-23,5.66544636905331e-21
"ENSG00000173517",8001.94177260788,0.986930149941151,0.100388285777166,9.83112862522488,8.26868440283264e-23,6.4124806705332e-21
"ENSG00000136436",3133.94697152176,1.13268937977034,0.115507854472579,9.80616759736657,1.05914913547308e-22,8.17564607084244e-21
"ENSG00000003402",2549.95495576688,1.18780909121102,0.121220136037623,9.79877708471103,1.13956907850944e-22,8.75568908654751e-21
